minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
30,3,OFF THE BAR!  Dumfries is absolutely everywhere tonight!,key_event,"[29:46] Kieran Trippier under pressure, carries the ball From the goal kick, Kieran Trippier under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball From the goal kick, Declan Rice under pressure, plays a medium pass along the ground to Kobbie Mainoo",107,N/A,0.016,0.0,0.0,0.0481,0.0,0.0,0.0
32,1,OFF THE BAR!  OH MY GOODNESS!,key_event,"[31:19] Phil Foden under pressure, carries the ball - BUT LOSES IT! . Cody Mathès Gakpo closes down Phil Foden . Phil Foden under MASSIVE pressure, shoots with the left foot from a DANGEROUS position - HITS THE POST! SO CLOSE! . The goalkeeper deals with it",115,N/A,0.0335,0.0,0.0,0.1006,0.0,0.0,0.0
32,2,OFF THE BAR!  OH MY GOODNESS!,key_event,"[31:04] Kieran Trippier receives under pressure in the right attacking third under pressure, carries the ball From the goal kick, Kieran Trippier under pressure, plays a medium pass back along the ground to Declan Rice Declan Rice receives under pressure, carries the ball",114,N/A,0.0074,0.0,0.0,0.0221,0.0,0.0,0.0
33,1,"Two woodwork hits in two minutes, a Kane penalty and a Simons stunner - this has been an utterly breathless start in Dortmund.",general,"[32:04] Kieran Trippier under pressure, plays a short pass to Declan Rice Declan Rice receives under pressure, carries the ball under pressure, plays a medium pass forward through the air, INTERCEPTED! England loses the ball . Virgil van Dijk under pressure, plays a long ball forward through the air to Donyell Malen into the left attacking third, but the pass doesn't find its target",117,N/A,0.1174,0.0,0.0,0.3521,0.0,0.0,0.0
33,2,"Two woodwork hits in two minutes, a Kane penalty and a Simons stunner - this has been an utterly breathless start in Dortmund.",general,"[31:56] From the goal kick, Virgil van Dijk under pressure, plays a short pass along the ground to Bart Verbruggen Bart Verbruggen receives under pressure, carries the ball From the goal kick, Bart Verbruggen under pressure, plays a long ball forward through the air to Denzel Dumfries, but the pass doesn't find its target Denzel Dumfries receives",116,N/A,0.1006,0.0,0.0,0.3017,0.0,0.0,0.0
33,3,"Two woodwork hits in two minutes, a Kane penalty and a Simons stunner - this has been an utterly breathless start in Dortmund.",general,"[32:12] Kieran Trippier under pressure, carries the ball under pressure, plays a short pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a long pass along the ground to John Stones",118,N/A,0.0883,0.0,0.0,0.2649,0.0,0.0,0.0
33,4,"Two woodwork hits in two minutes, a Kane penalty and a Simons stunner - this has been an utterly breathless start in Dortmund.",general,"[32:35] Declan Rice under pressure, plays a medium pass forward along the ground to Kobbie Mainoo Kobbie Mainoo receives under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden Phil Foden receives",120,N/A,0.0719,0.0,0.0,0.2156,0.0,0.0,0.0
33,5,"Two woodwork hits in two minutes, a Kane penalty and a Simons stunner - this has been an utterly breathless start in Dortmund.",general,"[32:23] Phil Foden under pressure, plays a medium pass along the ground to Declan Rice . Tijjani Reijnders closes down Phil Foden . Declan Rice receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Phil Foden",119,N/A,0.0553,0.0,0.0,0.166,0.0,0.0,0.0
35,1,NETHERLANDS SUB,key_event,"[32:38] Phil Foden struggles to control under pressure Kobbie Mainoo wins the ball back surges forward on a BRILLIANT run from the central midfield into the central attacking third under pressure, plays a medium pass forward, INTERCEPTED! England loses the ball . Bart Verbruggen wins the ball back",121,N/A,0.1241,0.0,0.2,0.1722,0.0,0.0,1.0
35,2,NETHERLANDS SUB,key_event,"[34:50] Bart Verbruggen wins the ball back under pressure, plays a long ball forward through the air to Denzel Dumfries, but the pass doesn't find its target Denzel Dumfries receives in the duel . Kieran Trippier under pressure, plays a short pass through the air to Declan Rice, but the pass doesn't find its target",122,N/A,0.0772,0.0,0.2,0.0316,0.0,0.0,1.0
37,1,Bellingham goes down under pressure from Schouten but Zwayer is not interested.,general,"[36:06] Jude Bellingham under pressure, carries the ball - BUT LOSES IT! . Jerdy Schouten closes down Jude Bellingham . Jude Bellingham under MASSIVE pressure, plays a medium pass forward along the ground to Kieran Trippier, but it goes out of play Kieran Trippier receives under pressure in the right attacking third",128,N/A,0.4158,0.1784,0.4333,0.6357,0.5,0.3333333333333333,1.0
37,2,Bellingham goes down under pressure from Schouten but Zwayer is not interested.,general,"[36:46] Kieran Trippier under pressure, plays a short pass to Declan Rice Declan Rice receives surges forward on a BRILLIANT run from the right defensive third into the right midfield - BUT LOSES IT! . Cody Mathès Gakpo closes down Declan Rice . Declan Rice under pressure, plays a short pass along the ground to Jude Bellingham",130,N/A,0.2545,0.0504,0.3583,0.3547,0.25,0.3333333333333333,1.0
37,3,Bellingham goes down under pressure from Schouten but Zwayer is not interested.,general,"[35:53] John Stones under pressure, carries the ball under pressure, plays a medium pass along the ground to Declan Rice . Xavi Simons closes down John Stones . Declan Rice receives under pressure, carries the ball",127,N/A,0.1905,0.0646,0.2833,0.2236,0.0,0.3333333333333333,1.0
37,4,Bellingham goes down under pressure from Schouten but Zwayer is not interested.,general,"[36:34] Denzel Dumfries under pressure, plays a long pass forward to Donyell Malen Donyell Malen receives . Marc Guehi in the duel . Donyell Malen under pressure, plays a medium pass forward to Cody Mathès Gakpo . Kyle Walker closes down Donyell Malen",129,N/A,0.1716,0.0361,0.2833,0.1954,0.0,0.3333333333333333,1.0
39,1,"The Netherlands' shape already looks more rigid since the introduction of Veerman. England now reverting to a bit of slow build-up in front of an orange wall. SHOT!  Just as I say that, Foden again tries to pick out the far corner from 25 yards, but Verbruggen - at full stretch - makes the save and holds onto the ball.",general,"[37:57] Phil Foden under pressure, carries the ball from the right midfield into the right attacking third under pressure, plays a short pass along the ground to Kieran Trippier Kieran Trippier receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a short pass forward along the ground to Phil Foden",136,N/A,0.1685,0.0252,0.075,0.4052,0.25,0.0,0.0
39,2,"The Netherlands' shape already looks more rigid since the introduction of Veerman. England now reverting to a bit of slow build-up in front of an orange wall. SHOT!  Just as I say that, Foden again tries to pick out the far corner from 25 yards, but Verbruggen - at full stretch - makes the save and holds onto the ball.",general,"[38:38] Kobbie Mainoo under pressure, plays a dangerous short pass along the ground to Phil Foden into the central attacking third Phil Foden receives under pressure in the central attacking third under pressure, shoots with the left foot from a DANGEROUS position - SAVED by the goalkeeper! Parried away!",139,N/A,0.1493,0.0162,0.075,0.3567,0.25,0.0,0.0
39,3,"The Netherlands' shape already looks more rigid since the introduction of Veerman. England now reverting to a bit of slow build-up in front of an orange wall. SHOT!  Just as I say that, Foden again tries to pick out the far corner from 25 yards, but Verbruggen - at full stretch - makes the save and holds onto the ball.",general,"[38:24] Phil Foden under pressure, drives forward with the ball from the right midfield into the right attacking third under pressure, plays a short pass along the ground to Kobbie Mainoo into the central attacking third Kobbie Mainoo receives under pressure in the central attacking third under pressure, carries the ball under pressure, plays a medium pass forward through the air to Kyle Walker",138,N/A,0.1488,0.0193,0.06,0.3671,0.2,0.0,0.0
39,4,"The Netherlands' shape already looks more rigid since the introduction of Veerman. England now reverting to a bit of slow build-up in front of an orange wall. SHOT!  Just as I say that, Foden again tries to pick out the far corner from 25 yards, but Verbruggen - at full stretch - makes the save and holds onto the ball.",general,"[38:12] Jordan Pickford receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to John Stones John Stones receives under pressure, carries the ball",137,N/A,0.0884,0.0182,0.0,0.2471,0.0,0.0,0.0
41,1,"SHOT!  Mainoo - who has been exceptional so far - robs Gakpo and lets fly from range, but his strike smacks Nathan Ake and goes out for a throw.",key_event,"[40:50] Jerdy Schouten in the duel . Kobbie Mainoo under pressure, plays a dangerous short pass to Bukayo Saka into the DANGER ZONE . Cody Mathès Gakpo closes down Kobbie Mainoo . Bukayo Saka receives under pressure in the left attacking third under pressure, plays a dangerous long ball back through the air into the DANGER ZONE, but the pass doesn't find its target",149,N/A,0.3343,0.0412,0.35,0.6118,0.5,0.0,1.0
41,2,"SHOT!  Mainoo - who has been exceptional so far - robs Gakpo and lets fly from range, but his strike smacks Nathan Ake and goes out for a throw.",key_event,"[40:23] Cody Mathès Gakpo takes on the defender . Kobbie Mainoo in the duel under pressure, carries the ball - BUT LOSES IT! . Joey Veerman closes down Kobbie Mainoo . Kobbie Mainoo under MASSIVE pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!",148,N/A,0.3333,0.0672,0.3,0.6327,1.0,0.0,0.0
41,3,"SHOT!  Mainoo - who has been exceptional so far - robs Gakpo and lets fly from range, but his strike smacks Nathan Ake and goes out for a throw.",key_event,"[40:16] Kieran Trippier receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous medium pass back along the ground to Harry Kane into the DANGER ZONE Harry Kane receives under pressure in the right attacking third under pressure, carries the ball",147,N/A,0.1714,0.0,0.2,0.3141,0.0,0.0,1.0
41,4,"SHOT!  Mainoo - who has been exceptional so far - robs Gakpo and lets fly from range, but his strike smacks Nathan Ake and goes out for a throw.",key_event,"[39:54] John Stones receives under pressure, carries the ball from the central defensive third into the central midfield under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball",145,N/A,0.15,0.0,0.2,0.2499,0.0,0.0,1.0
41,5,"SHOT!  Mainoo - who has been exceptional so far - robs Gakpo and lets fly from range, but his strike smacks Nathan Ake and goes out for a throw.",key_event,"[40:03] John Stones under pressure, carries the ball under pressure, plays a medium pass along the ground to Harry Kane Harry Kane receives under pressure, carries the ball under pressure, plays a long ball forward through the air to Kieran Trippier into the right attacking third",146,N/A,0.1456,0.0,0.2,0.2367,0.0,0.0,1.0
43,1,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[42:17] Declan Rice receives under pressure, carries the ball under pressure, plays a short pass along the ground to Jude Bellingham Jude Bellingham receives under pressure, carries the ball from the right midfield into the central midfield",155,N/A,0.1246,0.0,0.2,0.1739,0.0,0.0,1.0
43,2,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[41:43] Kieran Trippier under pressure, plays a medium pass forward through the air to Harry Kane Harry Kane receives under pressure, drives forward with the ball - BUT LOSES IT! . Denzel Dumfries closes down Harry Kane . Harry Kane under pressure, plays a long pass to Kyle Walker",153,N/A,0.1199,0.0,0.2,0.1596,0.0,0.0,1.0
43,3,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[42:53] Declan Rice under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a short pass along the ground to Kieran Trippier into the right attacking third Kieran Trippier receives under pressure in the right attacking third",158,N/A,0.1044,0.0,0.2,0.1131,0.0,0.0,1.0
43,4,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[42:31] Phil Foden under pressure, drives forward with the ball - BUT LOSES IT! . Nathan Aké closes down Phil Foden . Phil Foden under MASSIVE pressure, plays a medium pass back along the ground to John Stones John Stones receives under pressure, carries the ball",156,N/A,0.1001,0.0,0.2,0.1003,0.0,0.0,1.0
43,5,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[42:42] Marc Guehi under pressure, carries the ball under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Kyle Walker",157,N/A,0.0932,0.0,0.2,0.0795,0.0,0.0,1.0
43,6,"Approaching half time, England can pat themselves on the back and then some. Whatever they had for breakfast at their hotel this morning has gone down a treat.",general,"[42:04] John Stones under pressure, plays a long pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass along the ground to John Stones John Stones receives",154,N/A,0.0918,0.0,0.2,0.0754,0.0,0.0,1.0
45,1,"Southgate's men also ending the first 45 the better as Trippier gets down the left, but his cross is straight into Verbruggen's hands. Three minutes added on.",general,"[43:55] Kieran Trippier receives under pressure in the right attacking third under pressure, plays a medium pass forward along the ground to Jude Bellingham Jude Bellingham receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous medium pass back along the ground to Kieran Trippier into the DANGER ZONE",164,N/A,0.2268,0.0188,0.3,0.3615,0.3333333333333333,0.0,1.0
45,2,"Southgate's men also ending the first 45 the better as Trippier gets down the left, but his cross is straight into Verbruggen's hands. Three minutes added on.",general,"[44:06] Declan Rice under pressure, plays a medium pass along the ground to Kyle Walker into the central attacking third Kyle Walker receives under pressure in the central attacking third under pressure, carries the ball under pressure, plays a long ball forward through the air to Harry Kane into the left attacking third Harry Kane receives under pressure in the left attacking third",165,N/A,0.2055,0.0182,0.35,0.2484,0.0,0.0,1.0
45,3,"Southgate's men also ending the first 45 the better as Trippier gets down the left, but his cross is straight into Verbruggen's hands. Three minutes added on.",general,"[44:24] Bukayo Saka under pressure, plays a dangerous short pass along the ground to Jude Bellingham into the right attacking third Jude Bellingham receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous short pass forward along the ground to Kieran Trippier into the DANGER ZONE Kieran Trippier receives under pressure in the right attacking third",166,N/A,0.2012,0.0171,0.275,0.3116,0.25,0.0,1.0
45,4,"Southgate's men also ending the first 45 the better as Trippier gets down the left, but his cross is straight into Verbruggen's hands. Three minutes added on.",general,"[44:28] The goalkeeper deals with it under pressure, plays a medium pass along the ground to Virgil van Dijk Virgil van Dijk receives under pressure, plays a short pass along the ground to Bart Verbruggen . Jude Bellingham closes down Virgil van Dijk",167,N/A,0.1004,0.0112,0.075,0.215,0.25,0.0,0.0
46,1,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:19] Virgil van Dijk receives under pressure, carries the ball under pressure, plays a short pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, carries the ball",171,N/A,0.1872,0.0,0.2,0.3616,0.0,0.0,1.0
46,2,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:02] Jerdy Schouten receives under pressure, plays a short pass along the ground to Tijjani Reijnders Tijjani Reijnders receives surges forward on a BRILLIANT run from the central midfield into the left midfield under pressure, plays a medium pass along the ground to Jerdy Schouten",169,N/A,0.1871,0.0,0.2,0.3612,0.0,0.0,1.0
46,3,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:50] Joey Veerman under MASSIVE pressure, plays a medium pass along the ground to Virgil van Dijk Virgil van Dijk receives under pressure, carries the ball from the central defensive third into the central midfield under pressure, plays a short pass along the ground to Jerdy Schouten Jerdy Schouten receives",174,N/A,0.1816,0.0,0.2,0.3449,0.0,0.0,1.0
46,4,KICKOFF:  The Netherlands get us back underway.,key_event,[45:18] . Jude Bellingham closes down Stefan de Vrij,188,N/A,0.1797,0.0,0.2,0.3391,0.0,0.0,1.0
46,5,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:29] Virgil van Dijk under pressure, carries the ball under pressure, plays a medium pass along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Virgil van Dijk",172,N/A,0.1778,0.0,0.2,0.3334,0.0,0.0,1.0
46,6,KICKOFF:  The Netherlands get us back underway.,key_event,"[44:50] Nathan Aké under pressure, plays a medium pass forward along the ground to Joey Veerman Joey Veerman receives surges forward on a BRILLIANT run from the right midfield into the right attacking third under pressure, plays a short pass back along the ground to Nathan Aké Nathan Aké receives",168,N/A,0.1734,0.0,0.2,0.3201,0.0,0.0,1.0
46,7,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:11] Joey Veerman under pressure, plays a medium pass forward along the ground to Nathan Aké into the right attacking third Nathan Aké receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a short pass back along the ground to Joey Veerman Joey Veerman receives under pressure in the right attacking third",170,N/A,0.1604,0.0,0.2,0.2813,0.0,0.0,1.0
46,8,KICKOFF:  The Netherlands get us back underway.,key_event,"[45:42] Bart Verbruggen under pressure, plays a long pass along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Nathan Aké Nathan Aké receives",173,N/A,0.1572,0.0,0.2,0.2717,0.0,0.0,1.0
46,9,KICKOFF:  The Netherlands get us back underway.,key_event,[45:25] . Xavi Simons loses control under pressure!,189,N/A,0.1148,0.0,0.2,0.1444,0.0,0.0,1.0
46,10,KICKOFF:  The Netherlands get us back underway.,key_event,"[48:07] From the goal kick, Jordan Pickford under pressure, plays a long ball forward through the air Half End . Half End Half Start . Half Start",185,N/A,0.1117,0.0,0.0,0.3351,0.0,0.0,0.0
46,11,KICKOFF:  The Netherlands get us back underway.,key_event,[45:00],186,N/A,0.1086,0.0,0.2,0.1257,0.0,0.0,1.0
46,12,KICKOFF:  The Netherlands get us back underway.,key_event,[45:07],187,N/A,0.1046,0.0,0.2,0.1138,0.0,0.0,1.0
46,13,KICKOFF:  The Netherlands get us back underway.,key_event,[45:26],190,N/A,0.0795,0.0,0.2,0.0384,0.0,0.0,1.0
47,1,Let him know you're there and all that.,general,[45:34],191,N/A,0.0881,0.0,0.2,0.0644,0.0,0.0,1.0
47,2,Let him know you're there and all that.,general,"[46:46] Kieran Trippier closes down Denzel Dumfries . Denzel Dumfries takes on the defender . Kieran Trippier in the duel . Joey Veerman wins the ball back under pressure, carries the ball",180,N/A,0.0786,0.0,0.2,0.0358,0.0,0.0,1.0
47,3,Let him know you're there and all that.,general,"[46:08] Xavi Simons under pressure, carries the ball from the right midfield into the central midfield under pressure, plays a short pass along the ground to Nathan Aké into the right attacking third Nathan Aké receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to Xavi Simons",176,N/A,0.057,0.0,0.2,-0.029,0.0,0.0,1.0
47,4,Let him know you're there and all that.,general,"[45:59] Joey Veerman receives under pressure, carries the ball from the right midfield into the central defensive third under pressure, plays a long pass along the ground to Stefan de Vrij Stefan de Vrij receives under pressure, carries the ball",175,N/A,0.0518,0.0,0.2,-0.0447,0.0,0.0,1.0
47,5,Let him know you're there and all that.,general,"[46:16] Jude Bellingham under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, delivers the free kick a long pass forward along the ground to John Stones John Stones receives",193,N/A,0.0507,0.0,0.2,-0.0479,0.0,0.0,1.0
47,6,Let him know you're there and all that.,general,"[46:39] Jerdy Schouten under pressure, carries the ball under pressure, plays a medium pass along the ground to Stefan de Vrij Stefan de Vrij receives under pressure, carries the ball under pressure, plays a short pass along the ground to Tijjani Reijnders",179,N/A,0.0452,0.0,0.2,-0.0644,0.0,0.0,1.0
47,7,Let him know you're there and all that.,general,"[46:07] Marc Guehi receives under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Jude Bellingham Jude Bellingham receives under pressure, delivers the free kick a short pass back along the ground to Marc Guehi",192,N/A,0.0451,0.0,0.2,-0.0648,0.0,0.0,1.0
47,8,Let him know you're there and all that.,general,"[46:21] Jerdy Schouten under pressure, plays a medium pass along the ground to Tijjani Reijnders Tijjani Reijnders receives under pressure, carries the ball from the central midfield into the left attacking third under pressure, plays a short pass along the ground to Stefan de Vrij Stefan de Vrij receives",177,N/A,0.0432,0.0,0.2,-0.0705,0.0,0.0,1.0
47,9,Let him know you're there and all that.,general,"[46:29] Tijjani Reijnders receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Denzel Dumfries Denzel Dumfries receives under pressure in the left attacking third under pressure, carries the ball",178,N/A,0.0299,0.0,0.2,-0.1104,0.0,0.0,1.0
49,1,"England quickly take control of the ball and Saka gets in behind Ake, but there is nobody there to receive his cutback.",general,"[48:30] Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous long pass back along the ground into the central attacking third, INTERCEPTED! England loses the ball",200,N/A,0.4065,0.0727,0.4125,0.7344,0.5,0.25,1.0
49,2,"England quickly take control of the ball and Saka gets in behind Ake, but there is nobody there to receive his cutback.",general,"[48:32] Jerdy Schouten wins the ball back under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Jerdy Schouten . Jerdy Schouten under MASSIVE pressure, plays a long pass forward to Wout Weghorst Wout Weghorst receives",201,N/A,0.2265,0.0296,0.2833,0.3667,0.0,0.3333333333333333,1.0
49,3,"England quickly take control of the ball and Saka gets in behind Ake, but there is nobody there to receive his cutback.",general,"[48:38] ⚠ FOUL by Luke Shaw in the right midfield . Xavi Simons is fouled Stefan de Vrij under pressure, delivers the free kick a medium pass along the ground to Joey Veerman Joey Veerman receives under pressure, delivers the free kick a short pass along the ground to Jerdy Schouten",202,N/A,0.21,0.0,0.25,0.3801,0.0,0.2,1.0
49,4,"England quickly take control of the ball and Saka gets in behind Ake, but there is nobody there to receive his cutback.",general,"[47:54] Marc Guehi under pressure, plays a long pass along the ground to John Stones John Stones receives under pressure, carries the ball from the left defensive third into the left midfield under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives",198,N/A,0.207,0.0127,0.2833,0.3251,0.0,0.3333333333333333,1.0
49,5,"England quickly take control of the ball and Saka gets in behind Ake, but there is nobody there to receive his cutback.",general,"[48:10] John Stones receives under pressure, drives forward with the ball - BUT LOSES IT! . Wout Weghorst closes down John Stones . John Stones under MASSIVE pressure, plays a medium pass forward along the ground to Kyle Walker Kyle Walker receives",199,N/A,0.1987,0.0163,0.2833,0.2966,0.0,0.3333333333333333,1.0
51,1,"The offside flag is up against England, but it's been another bright start from the men in white.",general,"[50:24] Phil Foden receives under pressure in the central attacking third . Virgil van Dijk under pressure, delivers the free kick a short pass along the ground to Tijjani Reijnders Tijjani Reijnders receives under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to Virgil van Dijk",210,N/A,0.1647,0.0,0.2,0.2941,0.0,0.0,1.0
51,2,"The offside flag is up against England, but it's been another bright start from the men in white.",general,"[50:45] Stefan de Vrij under pressure, delivers the free kick a medium pass forward along the ground to Denzel Dumfries Denzel Dumfries receives under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to Stefan de Vrij Stefan de Vrij receives",211,N/A,0.1528,0.0,0.2,0.2585,0.0,0.0,1.0
51,3,"The offside flag is up against England, but it's been another bright start from the men in white.",general,"[50:05] Marc Guehi receives under pressure, carries the ball under pressure, plays a short pass forward along the ground to Harry Kane Harry Kane receives under pressure, carries the ball",208,N/A,0.1349,0.0,0.2,0.2048,0.0,0.0,1.0
51,4,"The offside flag is up against England, but it's been another bright start from the men in white.",general,"[49:29] Declan Rice is dispossessed by Denzel Dumfries! . Denzel Dumfries in the duel . Luke Shaw under pressure, plays a medium pass back through the air to Marc Guehi Marc Guehi receives under pressure, carries the ball",207,N/A,0.1261,0.0,0.2,0.1783,0.0,0.0,1.0
51,5,"The offside flag is up against England, but it's been another bright start from the men in white.",general,"[50:17] Denzel Dumfries under pressure, plays a medium pass forward through the air to Jerdy Schouten . Jude Bellingham closes down Denzel Dumfries . Jerdy Schouten receives under pressure, plays a short pass through the air to Xavi Simons . Declan Rice closes down Jerdy Schouten",209,N/A,0.1203,0.0,0.2,0.161,0.0,0.0,1.0
53,1,"Patience is the name of the game right now for England, as Koeman's side have well and truly tightened up defensively.",general,"[52:22] Phil Foden under pressure, carries the ball from the central attacking third into the right attacking third under pressure, plays a dangerous medium pass forward along the ground to Luke Shaw into the DANGER ZONE Luke Shaw receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous short pass along the ground into the central attacking third, INTERCEPTED! England loses the ball",220,N/A,0.2253,0.0337,0.35,0.2923,0.0,0.0,1.0
53,2,"Patience is the name of the game right now for England, as Koeman's side have well and truly tightened up defensively.",general,"[52:08] Bukayo Saka under pressure, carries the ball - BUT LOSES IT! . Nathan Aké closes down Bukayo Saka . Bukayo Saka under MASSIVE pressure, plays a long pass back along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball",219,N/A,0.1328,0.0,0.2,0.1984,0.0,0.0,1.0
53,3,"Patience is the name of the game right now for England, as Koeman's side have well and truly tightened up defensively.",general,"[51:58] Declan Rice receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball",218,N/A,0.1301,0.0,0.2,0.1902,0.0,0.0,1.0
53,4,"Patience is the name of the game right now for England, as Koeman's side have well and truly tightened up defensively.",general,"[52:39] Phil Foden receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Declan Rice Declan Rice receives under pressure, carries the ball",221,N/A,0.1211,0.0,0.2,0.1632,0.0,0.0,1.0
55,1,"Mainoo has been an absolute force defensively and stands up to Simons on the right, before Tijjani Reijnders sends the ball straight out of play when looking for Dumfries.",general,"[53:58] Kobbie Mainoo receives under pressure, carries the ball - BUT LOSES IT! . Xavi Simons closes down Kobbie Mainoo . Kobbie Mainoo loses control under pressure!",227,N/A,0.3781,0.0833,0.425,0.6259,0.75,0.0,1.0
55,2,"Mainoo has been an absolute force defensively and stands up to Simons on the right, before Tijjani Reijnders sends the ball straight out of play when looking for Dumfries.",general,"[54:36] Xavi Simons under pressure, plays a short pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Denzel Dumfries Denzel Dumfries receives",229,N/A,0.3495,0.0461,0.425,0.5773,0.75,0.0,1.0
55,3,"Mainoo has been an absolute force defensively and stands up to Simons on the right, before Tijjani Reijnders sends the ball straight out of play when looking for Dumfries.",general,"[54:28] Denzel Dumfries under pressure, plays a medium pass forward through the air to Wout Weghorst, but the pass doesn't find its target Wout Weghorst receives . Declan Rice under pressure, plays a medium pass through the air to Bukayo Saka Bukayo Saka receives under pressure, carries the ball",228,N/A,0.2311,0.0211,0.2429,0.4293,0.14285714285714285,0.0,1.0
57,1,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[56:23] Jude Bellingham under pressure, carries the ball under pressure, plays a short pass forward along the ground to Luke Shaw into the right attacking third Luke Shaw receives under pressure in the right attacking third under pressure, carries the ball from the right attacking third into the right midfield under pressure, plays a short pass back along the ground to Marc Guehi",242,N/A,0.2013,0.0092,0.35,0.2447,0.0,0.0,1.0
57,2,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[56:10] Phil Foden under pressure, carries the ball under pressure, plays a short pass forward along the ground to Declan Rice Declan Rice receives under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives",240,N/A,0.104,0.0,0.2,0.1121,0.0,0.0,1.0
57,3,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[56:17] Declan Rice receives under pressure, carries the ball under pressure, plays a short pass along the ground to Kobbie Mainoo Kobbie Mainoo receives under pressure, carries the ball",241,N/A,0.102,0.0,0.2,0.106,0.0,0.0,1.0
57,4,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[56:01] Kobbie Mainoo receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Kyle Walker Kyle Walker receives under pressure, carries the ball",239,N/A,0.0998,0.0,0.2,0.0995,0.0,0.0,1.0
57,5,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[56:33] Kobbie Mainoo under pressure, plays a medium pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden Phil Foden receives",243,N/A,0.0995,0.0,0.2,0.0986,0.0,0.0,1.0
